MONTH,DAY,DAY_OF_WEEK,AIRLINE_x,airline_name,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DISTANCE,DEPARTURE_DELAY,delayed,HOUR
6,30,2,DL,Delta Air Lines Inc.,ATL,SLC,820,1590,3.0,0,8
10,5,1,EV,Atlantic Southeast Airlines,10185,12266,1202,190,162.0,1,12
4,17,5,UA,United Air Lines Inc.,DEN,BOI,1915,649,7.0,0,19
7,22,3,DL,Delta Air Lines Inc.,BUF,DTW,1726,241,-6.0,0,17
2,21,6,DL,Delta Air Lines Inc.,MEM,ATL,1047,332,15.0,0,10
9,10,4,F9,Frontier Airlines Inc.,DEN,IND,50,977,-5.0,0,0
7,13,1,WN,Southwest Airlines Co.,MCO,PIT,800,834,-5.0,0,8
12,9,3,EV,Atlantic Southeast Airlines,MSP,RST,1319,76,-3.0,0,13
7,21,2,AA,American Airlines Inc.,TPA,PHX,2050,1788,-2.0,0,20
3,16,1,DL,Delta Air Lines Inc.,MSY,LGA,605,1183,-3.0,0,6
10,20,2,WN,Southwest Airlines Co.,12451,13232,1425,849,-3.0,0,14
8,12,3,WN,Southwest Airlines Co.,SAT,DAL,715,248,-4.0,0,7
2,8,7,WN,Southwest Airlines Co.,SJC,SNA,845,342,-2.0,0,8
4,12,7,DL,Delta Air Lines Inc.,SLC,SAN,846,626,-2.0,0,8
12,6,7,UA,United Air Lines Inc.,MIA,IAH,1505,964,48.0,1,15
6,24,3,US,US Airways Inc.,BOS,PHL,1930,280,-7.0,0,19
3,19,4,WN,Southwest Airlines Co.,DAL,TUL,1740,237,-3.0,0,17
12,28,1,WN,Southwest Airlines Co.,MDW,ATL,2200,591,131.0,1,22
5,21,4,AA,American Airlines Inc.,DFW,ATL,846,731,14.0,0,8
12,2,3,OO,Skywest Airlines Inc.,BUF,ORD,1046,474,94.0,1,10
3,3,2,WN,Southwest Airlines Co.,IND,RSW,1505,945,18.0,1,15
7,10,5,DL,Delta Air Lines Inc.,DTW,MEM,2007,610,-1.0,0,20
8,28,5,EV,Atlantic Southeast Airlines,IAH,TYS,1257,771,14.0,0,12
8,25,2,AA,American Airlines Inc.,DCA,DFW,550,1192,-4.0,0,5
11,10,2,MQ,American Eagle Airlines Inc.,SGF,DFW,749,364,-4.0,0,7
2,28,6,EV,Atlantic Southeast Airlines,ATL,MLU,1312,448,13.0,0,13
9,13,7,AA,American Airlines Inc.,DFW,AUS,910,190,-2.0,0,9
4,18,6,AA,American Airlines Inc.,LAS,DFW,500,1055,68.0,1,5
8,1,6,AA,American Airlines Inc.,DFW,LAX,1845,1235,155.0,1,18
11,18,3,AS,Alaska Airlines Inc.,KTN,SIT,1642,183,-16.0,0,16
5,4,1,DL,Delta Air Lines Inc.,ATL,DFW,735,731,1.0,0,7
11,24,2,WN,Southwest Airlines Co.,MCO,ROC,915,1033,2.0,0,9
1,2,5,UA,United Air Lines Inc.,ORD,IAH,1656,925,2.0,0,16
6,2,2,OO,Skywest Airlines Inc.,SJC,LAX,925,308,-8.0,0,9
1,26,1,US,US Airways Inc.,FLL,CLT,1020,631,-2.0,0,10
3,6,5,DL,Delta Air Lines Inc.,TYS,ATL,830,152,0.0,0,8
6,28,7,WN,Southwest Airlines Co.,MCI,OAK,1110,1489,1.0,0,11
1,3,6,UA,United Air Lines Inc.,HNL,LAX,1556,2556,13.0,0,15
7,4,6,DL,Delta Air Lines Inc.,LGA,DEN,1605,1620,-3.0,0,16
3,10,2,WN,Southwest Airlines Co.,DEN,LAS,2200,628,-7.0,0,22
8,18,2,AA,American Airlines Inc.,SJC,PHX,1228,621,12.0,0,12
6,26,5,UA,United Air Lines Inc.,LGA,ORD,1604,733,-10.0,0,16
3,5,4,B6,JetBlue Airways,BOS,CHS,1032,818,-3.0,0,10
5,5,2,B6,JetBlue Airways,JFK,PBI,736,1028,-6.0,0,7
12,4,5,AA,American Airlines Inc.,MIA,DFW,900,1121,8.0,0,9
12,3,4,WN,Southwest Airlines Co.,LAS,TUS,1330,365,-3.0,0,13
9,3,4,UA,United Air Lines Inc.,IAD,ORD,1010,589,-1.0,0,10
4,10,5,AA,American Airlines Inc.,DFW,SNA,710,1205,-4.0,0,7
9,4,5,UA,United Air Lines Inc.,OGG,SFO,1231,2338,2.0,0,12
4,10,5,MQ,American Eagle Airlines Inc.,LAW,DFW,530,140,-2.0,0,5
12,31,4,HA,Hawaiian Airlines Inc.,KOA,HNL,1620,163,-9.0,0,16
3,3,2,DL,Delta Air Lines Inc.,LGA,PBI,1031,1035,4.0,0,10
7,5,7,WN,Southwest Airlines Co.,TPA,BNA,1650,612,13.0,0,16
5,19,2,WN,Southwest Airlines Co.,BWI,DEN,1530,1491,3.0,0,15
4,12,7,OO,Skywest Airlines Inc.,ORD,MCI,935,403,-13.0,0,9
3,27,5,MQ,American Eagle Airlines Inc.,MAF,DFW,1440,309,-8.0,0,14
2,14,6,B6,JetBlue Airways,LAS,SFO,1223,414,-4.0,0,12
6,30,2,B6,JetBlue Airways,AUS,JFK,1137,1521,-6.0,0,11
10,11,7,AA,American Airlines Inc.,12953,13930,2100,733,-8.0,0,21
3,11,3,OO,Skywest Airlines Inc.,SLC,DEN,640,391,-7.0,0,6
7,17,5,AA,American Airlines Inc.,PHL,DFW,1800,1303,-2.0,0,18
10,30,5,AA,American Airlines Inc.,11292,11298,1237,641,15.0,0,12
7,5,7,DL,Delta Air Lines Inc.,ATL,ORD,1050,606,-4.0,0,10
3,24,2,EV,Atlantic Southeast Airlines,IAH,CMH,1257,986,-3.0,0,12
3,14,6,WN,Southwest Airlines Co.,DCA,ATL,2035,547,-5.0,0,20
1,28,3,AA,American Airlines Inc.,ORD,RDU,1455,646,-8.0,0,14
11,5,4,WN,Southwest Airlines Co.,LGA,MDW,1510,725,1.0,0,15
4,14,2,AS,Alaska Airlines Inc.,SNA,SEA,1725,978,-8.0,0,17
9,5,6,OO,Skywest Airlines Inc.,ORD,CLT,642,599,-2.0,0,6
10,7,3,AS,Alaska Airlines Inc.,12982,14679,1040,2676,102.0,1,10
8,18,2,AA,American Airlines Inc.,MIA,DFW,1400,1121,-2.0,0,14
8,24,1,UA,United Air Lines Inc.,EWR,SAN,1440,2425,-1.0,0,14
7,28,2,AA,American Airlines Inc.,MIA,LGA,2050,1096,-2.0,0,20
8,28,5,AA,American Airlines Inc.,LAX,AUS,1420,1242,18.0,1,14
6,18,4,DL,Delta Air Lines Inc.,CMH,MSP,1725,626,-3.0,0,17
11,8,7,WN,Southwest Airlines Co.,LAS,LAX,1720,236,0.0,0,17
2,12,4,OO,Skywest Airlines Inc.,DEN,MOT,1451,604,-1.0,0,14
6,27,6,MQ,American Eagle Airlines Inc.,DFW,BPT,2145,270,-7.0,0,21
10,28,3,AA,American Airlines Inc.,11298,15016,1820,550,-5.0,0,18
7,16,4,AA,American Airlines Inc.,ORD,MIA,500,1197,-4.0,0,5
9,12,6,DL,Delta Air Lines Inc.,SEA,SLC,1020,689,0.0,0,10
11,11,3,UA,United Air Lines Inc.,EWR,AUS,1942,1504,1.0,0,19
5,19,2,DL,Delta Air Lines Inc.,CVG,ATL,1415,373,-3.0,0,14
3,11,3,UA,United Air Lines Inc.,LAS,DEN,1145,628,-4.0,0,11
5,22,5,MQ,American Eagle Airlines Inc.,LIT,ORD,1240,552,-9.0,0,12
8,25,2,WN,Southwest Airlines Co.,PDX,LAS,1845,763,50.0,1,18
9,16,3,AA,American Airlines Inc.,JAX,CLT,1210,328,-6.0,0,12
5,25,1,OO,Skywest Airlines Inc.,IAH,MEM,1430,468,16.0,1,14
3,12,4,EV,Atlantic Southeast Airlines,MHT,DTW,700,610,-7.0,0,7
2,25,3,AA,American Airlines Inc.,DFW,TUS,1830,813,14.0,0,18
10,23,5,AA,American Airlines Inc.,12892,15016,630,1592,-3.0,0,6
7,15,3,AA,American Airlines Inc.,DFW,PSP,1705,1126,15.0,0,17
2,2,1,EV,Atlantic Southeast Airlines,JAN,IAH,1159,351,-4.0,0,11
1,22,4,DL,Delta Air Lines Inc.,DSM,ATL,1200,743,-5.0,0,12
1,19,1,WN,Southwest Airlines Co.,BWI,GRR,1030,528,-6.0,0,10
7,5,7,HA,Hawaiian Airlines Inc.,LAS,HNL,1815,2762,-8.0,0,18
8,16,7,OO,Skywest Airlines Inc.,BUR,DEN,1411,850,-1.0,0,14
9,18,5,EV,Atlantic Southeast Airlines,AEX,ATL,1339,500,-7.0,0,13
2,28,6,WN,Southwest Airlines Co.,LAS,ONT,1330,197,2.0,0,13
7,21,2,AA,American Airlines Inc.,TPA,MIA,710,204,-1.0,0,7
6,18,4,MQ,American Eagle Airlines Inc.,DFW,CVG,2005,812,1.0,0,20
11,18,3,DL,Delta Air Lines Inc.,JFK,SFO,935,2586,-7.0,0,9
10,17,6,AA,American Airlines Inc.,11298,10821,705,1217,20.0,1,7
2,24,2,VX,Virgin America,SFO,SAN,1145,447,-4.0,0,11
8,12,3,WN,Southwest Airlines Co.,STL,TPA,1855,869,6.0,0,18
2,15,7,EV,Atlantic Southeast Airlines,ORD,IND,1500,177,56.0,1,15
10,17,6,EV,Atlantic Southeast Airlines,10529,11433,1655,549,-3.0,0,16
8,12,3,UA,United Air Lines Inc.,RDU,EWR,1728,416,-1.0,0,17
4,17,5,DL,Delta Air Lines Inc.,SLC,JFK,830,1990,0.0,0,8
11,4,3,AA,American Airlines Inc.,ORD,CLT,1500,599,-6.0,0,15
10,28,3,F9,Frontier Airlines Inc.,10397,12264,1115,534,-6.0,0,11
3,8,7,WN,Southwest Airlines Co.,PHL,BNA,555,675,-5.0,0,5
5,21,4,DL,Delta Air Lines Inc.,ATL,RSW,2045,515,3.0,0,20
12,30,3,AA,American Airlines Inc.,DFW,MIA,2014,1121,1.0,0,20
8,27,4,VX,Virgin America,LAX,MCO,835,2218,-3.0,0,8
7,16,4,WN,Southwest Airlines Co.,TPA,FLL,625,197,-4.0,0,6
3,31,2,F9,Frontier Airlines Inc.,MCI,DEN,709,533,0.0,0,7
4,21,2,WN,Southwest Airlines Co.,DAL,MAF,705,319,-7.0,0,7
7,7,2,DL,Delta Air Lines Inc.,ATL,RDU,1135,356,-4.0,0,11
4,6,1,MQ,American Eagle Airlines Inc.,SGF,DFW,630,364,-5.0,0,6
7,28,2,EV,Atlantic Southeast Airlines,ATL,TLH,1625,223,-5.0,0,16
1,1,4,OO,Skywest Airlines Inc.,OKC,MSP,1212,694,-9.0,0,12
4,3,5,MQ,American Eagle Airlines Inc.,JFK,ORF,1535,290,10.0,0,15
6,7,7,DL,Delta Air Lines Inc.,MCO,ATL,1530,404,4.0,0,15
6,18,4,WN,Southwest Airlines Co.,BWI,SDF,825,495,-4.0,0,8
10,29,4,AA,American Airlines Inc.,13303,11298,1525,1121,25.0,1,15
10,23,5,AA,American Airlines Inc.,13303,11057,955,650,-1.0,0,9
10,8,4,MQ,American Eagle Airlines Inc.,13930,14783,950,438,-1.0,0,9
7,16,4,UA,United Air Lines Inc.,LAX,HNL,800,2556,8.0,0,8
8,16,7,B6,JetBlue Airways,LAX,JFK,830,2475,-4.0,0,8
9,14,1,F9,Frontier Airlines Inc.,LAS,CVG,2300,1678,-1.0,0,23
5,14,4,OO,Skywest Airlines Inc.,PHX,ABQ,1515,328,19.0,1,15
3,30,1,AA,American Airlines Inc.,MIA,DFW,2000,1121,9.0,0,20
11,4,3,DL,Delta Air Lines Inc.,ATL,BNA,2050,214,1.0,0,20
6,27,6,VX,Virgin America,SEA,SFO,1700,679,-4.0,0,17
11,21,6,NK,Spirit Air Lines,ACY,MCO,1825,852,26.0,1,18
8,30,7,WN,Southwest Airlines Co.,DAL,BWI,700,1209,-5.0,0,7
12,12,6,DL,Delta Air Lines Inc.,JFK,LAS,1930,2248,-10.0,0,19
12,23,3,UA,United Air Lines Inc.,SEA,DEN,526,1024,-2.0,0,5
4,4,6,MQ,American Eagle Airlines Inc.,DFW,LAW,2200,140,-8.0,0,22
12,16,3,MQ,American Eagle Airlines Inc.,SDF,ORD,1125,286,-4.0,0,11
8,24,1,UA,United Air Lines Inc.,BIL,DEN,1340,455,29.0,1,13
4,8,3,WN,Southwest Airlines Co.,MDW,RSW,1325,1105,26.0,1,13
5,2,6,HA,Hawaiian Airlines Inc.,ITO,HNL,1802,216,-14.0,0,18
5,8,5,WN,Southwest Airlines Co.,MDW,MCO,1750,990,186.0,1,17
9,10,4,MQ,American Eagle Airlines Inc.,ORD,RST,1700,268,-2.0,0,17
12,24,4,WN,Southwest Airlines Co.,BDL,MDW,1150,777,1.0,0,11
1,1,4,MQ,American Eagle Airlines Inc.,BHM,MIA,600,661,0.0,0,6
7,9,4,WN,Southwest Airlines Co.,DEN,SEA,1545,1024,10.0,0,15
4,24,5,WN,Southwest Airlines Co.,MCI,DCA,1135,949,-4.0,0,11
12,5,6,HA,Hawaiian Airlines Inc.,ITO,HNL,1050,216,-8.0,0,10
4,26,7,WN,Southwest Airlines Co.,BOS,BWI,605,369,-5.0,0,6
12,25,5,WN,Southwest Airlines Co.,SJC,SNA,1545,342,2.0,0,15
1,19,1,UA,United Air Lines Inc.,IAH,SFO,930,1635,156.0,1,9
6,11,4,WN,Southwest Airlines Co.,OKC,STL,1755,462,71.0,1,17
3,7,6,WN,Southwest Airlines Co.,AUS,MDW,1700,972,22.0,1,17
9,7,1,F9,Frontier Airlines Inc.,MSP,DEN,530,680,-4.0,0,5
10,31,6,OO,Skywest Airlines Inc.,11267,13930,804,240,27.0,1,8
1,28,3,WN,Southwest Airlines Co.,BNA,LAX,1205,1797,-5.0,0,12
5,13,3,UA,United Air Lines Inc.,HNL,EWR,2010,4962,-1.0,0,20
3,13,5,US,US Airways Inc.,DCA,TPA,1145,814,2.0,0,11
4,9,4,AA,American Airlines Inc.,DFW,TUS,1205,813,0.0,0,12
1,19,1,UA,United Air Lines Inc.,IAD,DEN,2156,1452,-3.0,0,21
10,15,4,DL,Delta Air Lines Inc.,10397,12953,1745,762,-5.0,0,17
5,5,2,UA,United Air Lines Inc.,MIA,EWR,1200,1085,-2.0,0,12
7,23,4,AA,American Airlines Inc.,CLT,DFW,610,936,-7.0,0,6
12,12,6,MQ,American Eagle Airlines Inc.,GCK,DFW,620,404,-9.0,0,6
11,15,7,AA,American Airlines Inc.,CLT,JFK,2010,541,-4.0,0,20
6,4,4,AA,American Airlines Inc.,DCA,ORD,1020,612,-5.0,0,10
10,26,1,DL,Delta Air Lines Inc.,14057,10397,1316,2172,-5.0,0,13
2,19,4,OO,Skywest Airlines Inc.,MSP,RHI,1415,190,-5.0,0,14
5,22,5,DL,Delta Air Lines Inc.,OKC,ATL,1808,761,0.0,0,18
7,27,1,MQ,American Eagle Airlines Inc.,ORD,AZO,1215,122,-3.0,0,12
1,25,7,AA,American Airlines Inc.,ONT,DFW,1455,1188,1.0,0,14
8,20,4,OO,Skywest Airlines Inc.,OAK,LAX,1435,337,-1.0,0,14
2,14,6,DL,Delta Air Lines Inc.,ATL,SAN,820,1892,-1.0,0,8
2,19,4,EV,Atlantic Southeast Airlines,DTW,RIC,1415,456,-4.0,0,14
7,28,2,DL,Delta Air Lines Inc.,JFK,SAN,1700,2446,-7.0,0,17
9,28,1,AA,American Airlines Inc.,LAX,DFW,1925,1235,-9.0,0,19
7,31,5,MQ,American Eagle Airlines Inc.,ORD,TOL,824,213,-4.0,0,8
9,2,3,WN,Southwest Airlines Co.,OAK,MSY,1315,1903,1.0,0,13
10,25,7,OO,Skywest Airlines Inc.,11292,11540,1940,563,-1.0,0,19
7,19,7,WN,Southwest Airlines Co.,BNA,RDU,1540,442,42.0,1,15
2,14,6,EV,Atlantic Southeast Airlines,ORD,SAV,1645,773,58.0,1,16
6,16,2,WN,Southwest Airlines Co.,BUF,TPA,550,1053,-1.0,0,5
3,29,7,EV,Atlantic Southeast Airlines,ATL,MGM,1805,147,-8.0,0,18
7,13,1,MQ,American Eagle Airlines Inc.,RIC,LGA,1920,292,10.0,0,19
9,6,7,EV,Atlantic Southeast Airlines,BQK,ATL,1629,238,-4.0,0,16
1,27,2,WN,Southwest Airlines Co.,LAX,MCI,1915,1363,-5.0,0,19
8,2,7,OO,Skywest Airlines Inc.,DEN,ELP,2205,563,0.0,0,22
7,30,4,WN,Southwest Airlines Co.,LAX,OAK,1945,337,38.0,1,19
10,2,5,UA,United Air Lines Inc.,11618,14771,1734,2565,24.0,1,17
6,11,4,US,US Airways Inc.,CLT,ATL,1559,226,1.0,0,15
7,4,6,AA,American Airlines Inc.,ORD,LGA,1150,733,3.0,0,11
3,9,1,DL,Delta Air Lines Inc.,CLE,ATL,1113,554,1.0,0,11
12,15,2,EV,Atlantic Southeast Airlines,SAV,IAH,1830,851,-9.0,0,18
11,7,6,HA,Hawaiian Airlines Inc.,OGG,KOA,1155,84,-6.0,0,11
12,24,4,AA,American Airlines Inc.,MSP,CLT,650,930,-1.0,0,6
5,23,6,AA,American Airlines Inc.,SMF,DFW,725,1431,-3.0,0,7
5,26,2,AA,American Airlines Inc.,MIA,ATL,1955,594,8.0,0,19
7,11,6,AS,Alaska Airlines Inc.,ANC,LAX,2310,2345,0.0,0,23
1,10,6,AA,American Airlines Inc.,BOS,MIA,515,1258,-6.0,0,5
11,27,5,WN,Southwest Airlines Co.,SFO,SAN,1555,447,71.0,1,15
3,16,1,NK,Spirit Air Lines,MCO,DTW,2045,957,-8.0,0,20
10,10,6,B6,JetBlue Airways,15070,11697,650,1118,2.0,0,6
10,1,4,EV,Atlantic Southeast Airlines,11618,11995,2059,445,65.0,1,20
6,23,2,DL,Delta Air Lines Inc.,DTW,SLC,1218,1481,-2.0,0,12
10,16,5,B6,JetBlue Airways,12478,14027,1050,1028,7.0,0,10
8,25,2,WN,Southwest Airlines Co.,ABQ,DAL,1015,580,-8.0,0,10
7,23,4,WN,Southwest Airlines Co.,DAL,LAX,2010,1246,15.0,0,20
1,16,5,MQ,American Eagle Airlines Inc.,XNA,DFW,725,280,-4.0,0,7
5,15,5,UA,United Air Lines Inc.,SEA,SFO,1637,679,0.0,0,16
3,21,6,MQ,American Eagle Airlines Inc.,DFW,LEX,905,785,-5.0,0,9
8,12,3,EV,Atlantic Southeast Airlines,MSP,FAR,926,223,-2.0,0,9
7,23,4,AA,American Airlines Inc.,PHL,ATL,2025,666,-2.0,0,20
11,5,4,MQ,American Eagle Airlines Inc.,HOU,DFW,1216,247,47.0,1,12
11,10,2,AA,American Airlines Inc.,DFW,RSW,1415,1017,-6.0,0,14
10,8,4,DL,Delta Air Lines Inc.,10721,12478,600,187,0.0,0,6
11,9,1,EV,Atlantic Southeast Airlines,IND,DTW,1020,231,-1.0,0,10
5,4,1,US,US Airways Inc.,PHL,MIA,735,1013,-7.0,0,7
8,4,2,AA,American Airlines Inc.,FAT,DFW,600,1313,-3.0,0,6
7,5,7,DL,Delta Air Lines Inc.,MKE,ATL,958,669,0.0,0,9
8,5,3,AS,Alaska Airlines Inc.,SEA,SIT,2015,861,-1.0,0,20
10,12,1,AA,American Airlines Inc.,10721,12478,600,187,-2.0,0,6
4,3,5,US,US Airways Inc.,CLT,ATL,2230,226,0.0,0,22
5,3,7,EV,Atlantic Southeast Airlines,ATL,ABY,2048,145,15.0,0,20
3,13,5,WN,Southwest Airlines Co.,TPA,MKE,1000,1075,-5.0,0,10
1,7,3,EV,Atlantic Southeast Airlines,TUS,IAH,1350,936,76.0,1,13
9,1,2,F9,Frontier Airlines Inc.,RDU,CLE,1940,416,-9.0,0,19
1,27,2,NK,Spirit Air Lines,DTW,MCI,1830,629,-18.0,0,18
6,9,2,MQ,American Eagle Airlines Inc.,STL,ORD,1255,258,1.0,0,12
10,26,1,B6,JetBlue Airways,14122,10721,1100,496,-9.0,0,11
7,23,4,NK,Spirit Air Lines,PHL,DFW,1225,1303,-8.0,0,12
5,26,2,AA,American Airlines Inc.,DCA,DFW,1519,1192,16.0,1,15
5,7,4,WN,Southwest Airlines Co.,SNA,DEN,1220,846,20.0,1,12
1,11,7,WN,Southwest Airlines Co.,ATL,MDW,930,591,-6.0,0,9
8,11,2,OO,Skywest Airlines Inc.,XNA,ATL,1100,589,-3.0,0,11
6,11,4,US,US Airways Inc.,DCA,LGA,800,214,-6.0,0,8
12,15,2,UA,United Air Lines Inc.,SAN,DEN,1109,853,264.0,1,11
4,9,4,US,US Airways Inc.,DEN,PHX,545,602,-2.0,0,5
8,17,1,OO,Skywest Airlines Inc.,ICT,ORD,501,588,-5.0,0,5
6,3,3,MQ,American Eagle Airlines Inc.,AEX,DFW,630,285,-4.0,0,6
5,1,5,OO,Skywest Airlines Inc.,PSP,DEN,1814,776,-16.0,0,18
2,17,2,MQ,American Eagle Airlines Inc.,GPT,DFW,1020,500,0.0,0,10
6,11,4,WN,Southwest Airlines Co.,TPA,ATL,940,406,-4.0,0,9
12,10,4,MQ,American Eagle Airlines Inc.,MIA,EYW,2144,125,-7.0,0,21
2,19,4,WN,Southwest Airlines Co.,JAX,HOU,1650,816,8.0,0,16
9,9,3,MQ,American Eagle Airlines Inc.,DTW,LGA,1450,502,11.0,0,14
7,15,3,AA,American Airlines Inc.,DFW,STL,1330,550,-2.0,0,13
5,8,5,DL,Delta Air Lines Inc.,RSW,JFK,1215,1074,-9.0,0,12
6,29,1,EV,Atlantic Southeast Airlines,IAH,MLU,2136,262,-1.0,0,21
4,25,6,AA,American Airlines Inc.,SLC,DFW,1355,989,175.0,1,13
3,30,1,UA,United Air Lines Inc.,KOA,SFO,1250,2367,222.0,1,12
6,30,2,WN,Southwest Airlines Co.,MDW,RSW,1330,1105,23.0,1,13
6,14,7,EV,Atlantic Southeast Airlines,DAY,ORD,620,240,8.0,0,6
8,20,4,OO,Skywest Airlines Inc.,BOI,SEA,1535,399,15.0,0,15
6,19,5,OO,Skywest Airlines Inc.,TUS,SFO,717,751,-10.0,0,7
8,14,5,MQ,American Eagle Airlines Inc.,DFW,MLI,2010,691,3.0,0,20
11,2,1,UA,United Air Lines Inc.,SAT,IAH,615,191,-10.0,0,6
5,12,2,MQ,American Eagle Airlines Inc.,BMI,ORD,1150,116,2.0,0,11
10,21,3,AA,American Airlines Inc.,10721,13930,900,867,-8.0,0,9
7,27,1,WN,Southwest Airlines Co.,MDW,CHS,1030,745,-5.0,0,10
12,20,7,MQ,American Eagle Airlines Inc.,DSM,ORD,1420,299,-7.0,0,14
6,13,6,WN,Southwest Airlines Co.,OAK,LAX,2015,337,26.0,1,20
5,24,7,WN,Southwest Airlines Co.,PIT,DEN,1145,1290,-1.0,0,11
11,8,7,DL,Delta Air Lines Inc.,DTW,PBI,1015,1086,-1.0,0,10
7,1,3,NK,Spirit Air Lines,LAS,DEN,812,628,-1.0,0,8
6,19,5,WN,Southwest Airlines Co.,BUR,OAK,1215,325,-6.0,0,12
5,17,7,DL,Delta Air Lines Inc.,MIA,JFK,710,1089,-4.0,0,7
6,24,3,US,US Airways Inc.,CLT,CLE,2020,430,32.0,1,20
11,15,7,AA,American Airlines Inc.,DFW,LGA,1100,1389,-5.0,0,11
5,4,1,B6,JetBlue Airways,FLL,JFK,705,1069,-8.0,0,7
8,1,6,OO,Skywest Airlines Inc.,OMA,DEN,1618,472,6.0,0,16
6,14,7,UA,United Air Lines Inc.,LAX,JFK,800,2475,0.0,0,8
11,10,2,DL,Delta Air Lines Inc.,SLC,PHX,2015,507,5.0,0,20
11,24,2,WN,Southwest Airlines Co.,HOU,LAS,1510,1235,4.0,0,15
9,2,3,MQ,American Eagle Airlines Inc.,DFW,AEX,2145,285,-5.0,0,21
5,21,4,OO,Skywest Airlines Inc.,DEN,BIL,755,455,-5.0,0,7
12,18,5,DL,Delta Air Lines Inc.,ATL,MIA,857,594,7.0,0,8
3,31,2,WN,Southwest Airlines Co.,ELP,HOU,1620,677,10.0,0,16
4,15,3,UA,United Air Lines Inc.,LAS,IAH,921,1222,-8.0,0,9
5,24,7,DL,Delta Air Lines Inc.,ORF,ATL,700,516,1.0,0,7
1,23,5,OO,Skywest Airlines Inc.,PSC,DEN,600,852,0.0,0,6
6,10,3,DL,Delta Air Lines Inc.,SNA,ATL,645,1919,-4.0,0,6
11,7,6,WN,Southwest Airlines Co.,PHX,DAL,1405,879,1.0,0,14
10,18,7,OO,Skywest Airlines Inc.,14683,14771,1600,1482,122.0,1,16
2,10,2,EV,Atlantic Southeast Airlines,LGA,CLE,603,419,21.0,1,6
5,7,4,WN,Southwest Airlines Co.,LAS,SAN,1300,258,-2.0,0,13
10,18,7,OO,Skywest Airlines Inc.,10408,11433,1440,296,-7.0,0,14
6,16,2,MQ,American Eagle Airlines Inc.,DFW,SAF,2205,551,51.0,1,22
2,28,6,DL,Delta Air Lines Inc.,JFK,ATL,1735,760,8.0,0,17
12,9,3,F9,Frontier Airlines Inc.,DEN,PHX,625,602,-5.0,0,6
1,22,4,UA,United Air Lines Inc.,SFO,SAN,2230,447,-7.0,0,22
4,25,6,WN,Southwest Airlines Co.,TUS,MDW,1225,1440,-3.0,0,12
12,10,4,UA,United Air Lines Inc.,SFO,PDX,800,550,-12.0,0,8
5,2,6,US,US Airways Inc.,PVD,CLT,800,683,-1.0,0,8
7,15,3,OO,Skywest Airlines Inc.,GRR,DTW,1745,120,-7.0,0,17
5,18,1,B6,JetBlue Airways,BOS,PBI,1910,1197,-2.0,0,19
1,30,5,OO,Skywest Airlines Inc.,LAX,ABQ,915,677,-8.0,0,9
3,28,6,MQ,American Eagle Airlines Inc.,TLH,DFW,1333,767,-5.0,0,13
5,5,2,DL,Delta Air Lines Inc.,ATL,GPT,1206,352,-2.0,0,12
8,2,7,DL,Delta Air Lines Inc.,OKC,ATL,1546,761,-3.0,0,15
1,29,4,US,US Airways Inc.,CLT,SEA,1810,2279,-6.0,0,18
11,29,7,EV,Atlantic Southeast Airlines,LGA,CHO,1835,305,2.0,0,18
9,22,2,EV,Atlantic Southeast Airlines,IAH,MAF,1542,429,5.0,0,15
3,20,5,VX,Virgin America,SEA,SFO,1940,679,62.0,1,19
7,9,4,AA,American Airlines Inc.,ALB,CLT,800,646,0.0,0,8
7,9,4,EV,Atlantic Southeast Airlines,DTW,MDW,745,228,-1.0,0,7
3,11,3,DL,Delta Air Lines Inc.,ATL,SYR,1500,794,-1.0,0,15
12,25,5,WN,Southwest Airlines Co.,STL,OKC,2125,462,-4.0,0,21
5,31,7,EV,Atlantic Southeast Airlines,IAH,CMH,1629,986,52.0,1,16
10,6,2,OO,Skywest Airlines Inc.,13487,10627,912,386,-6.0,0,9
5,4,1,DL,Delta Air Lines Inc.,JAN,ATL,719,341,-4.0,0,7
8,20,4,UA,United Air Lines Inc.,DEN,ORD,1120,888,44.0,1,11
1,7,3,WN,Southwest Airlines Co.,ATL,FLL,1655,581,-4.0,0,16
12,5,6,B6,JetBlue Airways,DTW,BOS,610,632,-3.0,0,6
2,20,5,AS,Alaska Airlines Inc.,ANC,SEA,1035,1448,18.0,1,10
3,17,2,WN,Southwest Airlines Co.,MKE,TPA,650,1075,-3.0,0,6
3,27,5,DL,Delta Air Lines Inc.,FLL,ATL,1345,581,58.0,1,13
9,17,4,DL,Delta Air Lines Inc.,MSP,OMA,2156,282,-5.0,0,21
11,8,7,DL,Delta Air Lines Inc.,PNS,ATL,725,271,55.0,1,7
4,8,3,AA,American Airlines Inc.,TPA,ORD,1735,1012,273.0,1,17
2,3,2,EV,Atlantic Southeast Airlines,ORD,MCI,1750,403,56.0,1,17
1,6,2,NK,Spirit Air Lines,FLL,LAX,2106,2342,24.0,1,21
4,20,1,DL,Delta Air Lines Inc.,SAN,SLC,615,626,-3.0,0,6
2,17,2,OO,Skywest Airlines Inc.,SMF,LAX,716,373,-1.0,0,7
1,12,1,DL,Delta Air Lines Inc.,DTW,PHL,1015,453,5.0,0,10
